"date","site","block","treatment","quad","species","tissue","biomass_category","growth_form","mass_g"
2012-08-01,"MAT06","1","F2","2","Carex bigelowii","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Carex bigelowii","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Carex bigelowii","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Carex bigelowii","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Carex bigelowii","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Carex bigelowii","blade","new above","Graminoids",0.83
2012-08-01,"MAT06","2","F2","3","Carex bigelowii","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Carex bigelowii","blade","new above","Graminoids",0.147
2012-08-01,"MAT06","2","F2","5","Carex bigelowii","blade","new above","Graminoids",0.131
2012-08-01,"MAT06","3","F2","1","Carex bigelowii","blade","new above","Graminoids",0.885
2012-08-01,"MAT06","3","F2","2","Carex bigelowii","blade","new above","Graminoids",0.316
2012-08-01,"MAT06","3","F2","3","Carex bigelowii","blade","new above","Graminoids",0.539
2012-08-01,"MAT06","3","F2","4","Carex bigelowii","blade","new above","Graminoids",0.837
2012-08-01,"MAT06","3","F2","5","Carex bigelowii","blade","new above","Graminoids",1.778
2012-08-01,"MAT06","1","F2","1","Carex bigelowii","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Carex bigelowii","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Carex bigelowii","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Carex bigelowii","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Carex bigelowii","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Carex bigelowii","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Carex bigelowii","sheath","new above","Graminoids",0.117
2012-08-01,"MAT06","2","F2","3","Carex bigelowii","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Carex bigelowii","sheath","new above","Graminoids",0.122
2012-08-01,"MAT06","2","F2","5","Carex bigelowii","sheath","new above","Graminoids",0.088
2012-08-01,"MAT06","3","F2","1","Carex bigelowii","sheath","new above","Graminoids",0.515
2012-08-01,"MAT06","3","F2","2","Carex bigelowii","sheath","new above","Graminoids",0.245
2012-08-01,"MAT06","3","F2","3","Carex bigelowii","sheath","new above","Graminoids",0.177
2012-08-01,"MAT06","3","F2","4","Carex bigelowii","sheath","new above","Graminoids",0.381
2012-08-01,"MAT06","3","F2","5","Carex bigelowii","sheath","new above","Graminoids",0.797
2012-08-01,"MAT06","1","F2","1","Carex bigelowii","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Carex bigelowii","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Carex bigelowii","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Carex bigelowii","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Carex bigelowii","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Carex bigelowii","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Carex bigelowii","inflor/culm","new above","Graminoids",0.118
2012-08-01,"MAT06","2","F2","3","Carex bigelowii","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Carex bigelowii","inflor/culm","new above","Graminoids",0.048
2012-08-01,"MAT06","2","F2","5","Carex bigelowii","inflor/culm","new above","Graminoids",0.049
2012-08-01,"MAT06","3","F2","1","Carex bigelowii","inflor/culm","new above","Graminoids",0.083
2012-08-01,"MAT06","3","F2","2","Carex bigelowii","inflor/culm","new above","Graminoids",0.199
2012-08-01,"MAT06","3","F2","3","Carex bigelowii","inflor/culm","new above","Graminoids",0.147
2012-08-01,"MAT06","3","F2","4","Carex bigelowii","inflor/culm","new above","Graminoids",0.194
2012-08-01,"MAT06","3","F2","5","Carex bigelowii","inflor/culm","new above","Graminoids",0.261
2012-08-01,"MAT06","1","F2","1","Carex bigelowii","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Carex bigelowii","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Carex bigelowii","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Carex bigelowii","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Carex bigelowii","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Carex bigelowii","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Carex bigelowii","rhizome","below","Graminoids",3.734
2012-08-01,"MAT06","2","F2","3","Carex bigelowii","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Carex bigelowii","rhizome","below","Graminoids",0.488
2012-08-01,"MAT06","2","F2","5","Carex bigelowii","rhizome","below","Graminoids",0.364
2012-08-01,"MAT06","3","F2","1","Carex bigelowii","rhizome","below","Graminoids",9.463
2012-08-01,"MAT06","3","F2","2","Carex bigelowii","rhizome","below","Graminoids",5.955
2012-08-01,"MAT06","3","F2","3","Carex bigelowii","rhizome","below","Graminoids",4.848
2012-08-01,"MAT06","3","F2","4","Carex bigelowii","rhizome","below","Graminoids",2.253
2012-08-01,"MAT06","3","F2","5","Carex bigelowii","rhizome","below","Graminoids",5.408
2012-08-01,"MAT06","1","F2","1","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Carex bigelowii","standing dead","litter","Graminoids",1.79
2012-08-01,"MAT06","2","F2","3","Carex bigelowii","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Carex bigelowii","standing dead","litter","Graminoids",0.704
2012-08-01,"MAT06","2","F2","5","Carex bigelowii","standing dead","litter","Graminoids",0.599
2012-08-01,"MAT06","3","F2","1","Carex bigelowii","standing dead","litter","Graminoids",4.323
2012-08-01,"MAT06","3","F2","2","Carex bigelowii","standing dead","litter","Graminoids",5.311
2012-08-01,"MAT06","3","F2","3","Carex bigelowii","standing dead","litter","Graminoids",5.495
2012-08-01,"MAT06","3","F2","4","Carex bigelowii","standing dead","litter","Graminoids",2.589
2012-08-01,"MAT06","3","F2","5","Carex bigelowii","standing dead","litter","Graminoids",5.262
2012-08-01,"MAT06","1","F2","1","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Calamagrostis lapponica","blade","new above","Graminoids",0.083
2012-08-01,"MAT06","1","F2","4","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Calamagrostis lapponica","blade","new above","Graminoids",0.04
2012-08-01,"MAT06","3","F2","2","Calamagrostis lapponica","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","3","Calamagrostis lapponica","blade","new above","Graminoids",0.405
2012-08-01,"MAT06","3","F2","4","Calamagrostis lapponica","blade","new above","Graminoids",0.094
2012-08-01,"MAT06","3","F2","5","Calamagrostis lapponica","blade","new above","Graminoids",0.641
2012-08-01,"MAT06","1","F2","1","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Calamagrostis lapponica","sheath","new above","Graminoids",0.034
2012-08-01,"MAT06","1","F2","4","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Calamagrostis lapponica","sheath","new above","Graminoids",0.019
2012-08-01,"MAT06","3","F2","2","Calamagrostis lapponica","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","3","Calamagrostis lapponica","sheath","new above","Graminoids",0.085
2012-08-01,"MAT06","3","F2","4","Calamagrostis lapponica","sheath","new above","Graminoids",0.03
2012-08-01,"MAT06","3","F2","5","Calamagrostis lapponica","sheath","new above","Graminoids",0.074
2012-08-01,"MAT06","1","F2","1","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","2","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","3","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","4","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","5","Calamagrostis lapponica","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","1","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Calamagrostis lapponica","rhizome","below","Graminoids",0.208
2012-08-01,"MAT06","1","F2","4","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Calamagrostis lapponica","rhizome","below","Graminoids",0.02
2012-08-01,"MAT06","3","F2","2","Calamagrostis lapponica","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F2","3","Calamagrostis lapponica","rhizome","below","Graminoids",0.323
2012-08-01,"MAT06","3","F2","4","Calamagrostis lapponica","rhizome","below","Graminoids",0.3
2012-08-01,"MAT06","3","F2","5","Calamagrostis lapponica","rhizome","below","Graminoids",0.263
2012-08-01,"MAT06","1","F2","1","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Calamagrostis lapponica","standing dead","litter","Graminoids",0.234
2012-08-01,"MAT06","1","F2","4","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Calamagrostis lapponica","standing dead","litter","Graminoids",0.141
2012-08-01,"MAT06","3","F2","2","Calamagrostis lapponica","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F2","3","Calamagrostis lapponica","standing dead","litter","Graminoids",0.793
2012-08-01,"MAT06","3","F2","4","Calamagrostis lapponica","standing dead","litter","Graminoids",0.591
2012-08-01,"MAT06","3","F2","5","Calamagrostis lapponica","standing dead","litter","Graminoids",0.677
2012-08-01,"MAT06","1","F2","1","Unknown graminoid","blade","new above","Graminoids",0.321
2012-08-01,"MAT06","1","F2","2","Unknown graminoid","blade","new above","Graminoids",0.213
2012-08-01,"MAT06","1","F2","3","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","2","Unknown graminoid","blade","new above","Graminoids",0.785
2012-08-01,"MAT06","3","F2","3","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","4","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","5","Unknown graminoid","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","1","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Unknown graminoid","sheath","new above","Graminoids",0.048
2012-08-01,"MAT06","1","F2","3","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","2","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","3","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","4","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","5","Unknown graminoid","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","1","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","2","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","2","Unknown graminoid","inflor/culm","new above","Graminoids",0.312
2012-08-01,"MAT06","3","F2","3","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","4","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F2","5","Unknown graminoid","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F2","1","Unknown graminoid","rhizome","below","Graminoids",0.274
2012-08-01,"MAT06","1","F2","2","Unknown graminoid","rhizome","below","Graminoids",0.25
2012-08-01,"MAT06","1","F2","3","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F2","2","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F2","3","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F2","4","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","F2","5","Unknown graminoid","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F2","1","Unknown graminoid","standing dead","litter","Graminoids",0.715
2012-08-01,"MAT06","1","F2","2","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","3","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","4","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","5","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","1","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","2","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","3","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","4","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F2","5","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F2","1","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F2","2","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F2","3","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F2","4","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F2","5","Unknown graminoid","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F2","1","Betula nana","new leaves","new above","Deciduous",1.488
2012-08-01,"MAT06","1","F2","2","Betula nana","new leaves","new above","Deciduous",1.903
2012-08-01,"MAT06","1","F2","3","Betula nana","new leaves","new above","Deciduous",1.784
2012-08-01,"MAT06","1","F2","4","Betula nana","new leaves","new above","Deciduous",0.257
2012-08-01,"MAT06","1","F2","5","Betula nana","new leaves","new above","Deciduous",3.502
2012-08-01,"MAT06","2","F2","1","Betula nana","new leaves","new above","Deciduous",2.748
2012-08-01,"MAT06","2","F2","2","Betula nana","new leaves","new above","Deciduous",0.285
2012-08-01,"MAT06","2","F2","3","Betula nana","new leaves","new above","Deciduous",0.426
2012-08-01,"MAT06","2","F2","4","Betula nana","new leaves","new above","Deciduous",0.158
2012-08-01,"MAT06","2","F2","5","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","F2","1","Betula nana","new leaves","new above","Deciduous",1.483
2012-08-01,"MAT06","3","F2","2","Betula nana","new leaves","new above","Deciduous",0.886
2012-08-01,"MAT06","3","F2","3","Betula nana","new leaves","new above","Deciduous",0.247
2012-08-01,"MAT06","3","F2","4","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","F2","5","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","F2","1","Betula nana","new stems","new above","Deciduous",0.427
2012-08-01,"MAT06","1","F2","2","Betula nana","new stems","new above","Deciduous",0.543
2012-08-01,"MAT06","1","F2","3","Betula nana","new stems","new above","Deciduous",0.362
2012-08-01,"MAT06","1","F2","4","Betula nana","new stems","new above","Deciduous",0.099
2012-08-01,"MAT06","1","F2","5","Betula nana","new stems","new above","Deciduous",0.649
2012-08-01,"MAT06","2","F2","1","Betula nana","new stems","new above","Deciduous",0.663
2012-08-01,"MAT06","2","F2","2","Betula nana","new stems","new above","Deciduous",0.059
2012-08-01,"MAT06","2","F2","3","Betula nana","new stems","new above","Deciduous",0.042
2012-08-01,"MAT06","2","F2","4","Betula nana","new stems","new above","Deciduous",0.023
2012-08-01,"MAT06","2","F2","5","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","F2","1","Betula nana","new stems","new above","Deciduous",0.206
2012-08-01,"MAT06","3","F2","2","Betula nana","new stems","new above","Deciduous",0.231
2012-08-01,"MAT06","3","F2","3","Betula nana","new stems","new above","Deciduous",0.044
2012-08-01,"MAT06","3","F2","4","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","F2","5","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","F2","1","Betula nana","old stems","old above","Deciduous",2.94
2012-08-01,"MAT06","1","F2","2","Betula nana","old stems","old above","Deciduous",10.44
2012-08-01,"MAT06","1","F2","3","Betula nana","old stems","old above","Deciduous",5.816
2012-08-01,"MAT06","1","F2","4","Betula nana","old stems","old above","Deciduous",1.208
2012-08-01,"MAT06","1","F2","5","Betula nana","old stems","old above","Deciduous",9.979
2012-08-01,"MAT06","2","F2","1","Betula nana","old stems","old above","Deciduous",9.057
2012-08-01,"MAT06","2","F2","2","Betula nana","old stems","old above","Deciduous",0.182
2012-08-01,"MAT06","2","F2","3","Betula nana","old stems","old above","Deciduous",5.004
2012-08-01,"MAT06","2","F2","4","Betula nana","old stems","old above","Deciduous",1.068
2012-08-01,"MAT06","2","F2","5","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","F2","1","Betula nana","old stems","old above","Deciduous",4.238
2012-08-01,"MAT06","3","F2","2","Betula nana","old stems","old above","Deciduous",1.68
2012-08-01,"MAT06","3","F2","3","Betula nana","old stems","old above","Deciduous",3.166
2012-08-01,"MAT06","3","F2","4","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","F2","5","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","F2","1","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","F2","2","Betula nana","inflor.","new above","Deciduous",0.02
2012-08-01,"MAT06","1","F2","3","Betula nana","inflor.","new above","Deciduous",0.277
2012-08-01,"MAT06","1","F2","4","Betula nana","inflor.","new above","Deciduous",0.072
2012-08-01,"MAT06","1","F2","5","Betula nana","inflor.","new above","Deciduous",0.007
2012-08-01,"MAT06","2","F2","1","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","F2","2","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","F2","3","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","F2","4","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","F2","5","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","F2","1","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","F2","2","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","F2","3","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","F2","4","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","F2","5","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","F2","1","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","F2","2","Betula nana","Below stems","below","Deciduous",27.585
2012-08-01,"MAT06","1","F2","3","Betula nana","Below stems","below","Deciduous",3.12
2012-08-01,"MAT06","1","F2","4","Betula nana","Below stems","below","Deciduous",0.55
2012-08-01,"MAT06","1","F2","5","Betula nana","Below stems","below","Deciduous",46.885
2012-08-01,"MAT06","2","F2","1","Betula nana","Below stems","below","Deciduous",19.165
2012-08-01,"MAT06","2","F2","2","Betula nana","Below stems","below","Deciduous",5.492
2012-08-01,"MAT06","2","F2","3","Betula nana","Below stems","below","Deciduous",14.28
2012-08-01,"MAT06","2","F2","4","Betula nana","Below stems","below","Deciduous",0.581
2012-08-01,"MAT06","2","F2","5","Betula nana","Below stems","below","Deciduous",12.246
2012-08-01,"MAT06","3","F2","1","Betula nana","Below stems","below","Deciduous",12.95
2012-08-01,"MAT06","3","F2","2","Betula nana","Below stems","below","Deciduous",0.439
2012-08-01,"MAT06","3","F2","3","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","3","F2","4","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","3","F2","5","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","F2","1","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","F2","2","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","F2","3","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","F2","4","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","F2","5","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","F2","1","Salix pulchra","new leaves","new above","Deciduous",0.334
2012-08-01,"MAT06","2","F2","2","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","F2","3","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","F2","4","Salix pulchra","new leaves","new above","Deciduous",0
