"date_collected","site","block","treatment","quad","surface_area_cm2","species","tissue","growth_form","plot_tissue_id","mass_g","notes"
2024-07-25,"MAT06",1,"F5",2,400,"Salix pulchra","NewStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Salix pulchra","OldStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Salix pulchra","Inflor","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Salix pulchra","BelowStem","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium uliginosum","NewLeaves","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium uliginosum","NewStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium uliginosum","OldStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium uliginosum","Inflor","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium uliginosum","BelowStem","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Deciduous","NewLeaves","Deciduous","135",0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Deciduous","NewStems","Deciduous","136",0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Deciduous","OldStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Deciduous","Inflor","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Deciduous","BelowStem","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Ledum palustre","NewLeaves","Evergreen","118",1.765,NA
2024-07-25,"MAT06",1,"F5",2,400,"Ledum palustre","NewStems","Evergreen","115",0.723,NA
2024-07-25,"MAT06",1,"F5",2,400,"Ledum palustre","OldLeaves","Evergreen","92",0.864,NA
2024-07-25,"MAT06",1,"F5",2,400,"Ledum palustre","OldStems","Evergreen","95",5.054,NA
2024-07-25,"MAT06",1,"F5",2,400,"Ledum palustre","Inflor","Evergreen","98",0.181,NA
2024-07-25,"MAT06",1,"F5",2,400,"Ledum palustre","BelowStem","Evergreen","101",13.61,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium vitis-idaea","NewLeaves","Evergreen","104",0.01,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium vitis-idaea","NewStems","Evergreen","107",0.0012,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium vitis-idaea","OldLeaves","Evergreen","110",0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium vitis-idaea","OldStems","Evergreen","113",0.005,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium vitis-idaea","Inflor","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Vaccinium vitis-idaea","BelowStem","Evergreen","116",0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Cassiope tetragona","NewStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Cassiope tetragona","OldStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Cassiope tetragona","Inflor","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Cassiope tetragona","BelowStem","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Evergreen","NewLeaves","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Evergreen","NewStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Evergreen","OldLeaves","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Evergreen","OldStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Evergreen","Inflor","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Evergreen","BelowStem","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Rubus chamaemorus","LeavesStems","Forb","109",0.195,NA
2024-07-25,"MAT06",1,"F5",2,400,"Rubus chamaemorus","InflorStalks","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Rubus chamaemorus","BelowStem","Forb","112",4.955,NA
2024-07-25,"MAT06",1,"F5",2,400,"Petasites frigidus","LeavesStems","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Petasites frigidus","InflorStalks","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Petasites frigidus","BelowStem","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Forb","LeavesStems","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Forb","InflorStalks","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Forb","BelowStem","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Sphagnum","Green","Moss",NA,0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Other Mosses","Green","Moss","102",0,NA
2024-07-25,"MAT06",1,"F5",2,400,"Mixed Lichen","Live","Lichen","339",0.167,NA
2024-07-25,"MAT06",1,"F5",2,400,"Litter","Wood","Litter","349",1.607,NA
2024-07-25,"MAT06",1,"F5",2,400,"Litter","Litter","Litter","99",0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","93",0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Eriophorum vaginatum","Rhizome","Graminoid",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Carex bigelowii","BladeSheathInflCulm","Graminoid","337",0.504,NA
2024-07-25,"MAT06",1,"F5",3,400,"Carex bigelowii","Rhizome","Graminoid","338",0.89,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Graminoid","BladeSheathInflCulm","Graminoid","119",0.903,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Graminoid","Rhizome","Graminoid","96",0.275,NA
2024-07-25,"MAT06",1,"F5",3,400,"Betula nana","NewLeaves","Deciduous","108",0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Betula nana","NewStems","Deciduous","105",0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Betula nana","OldStems","Deciduous","111",0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Betula nana","Inflor","Deciduous","348",0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Betula nana","BelowStem","Deciduous","114",1.439,NA
2024-07-25,"MAT06",1,"F5",3,400,"Salix pulchra","NewLeaves","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Salix pulchra","NewStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Salix pulchra","OldStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Salix pulchra","Inflor","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Salix pulchra","BelowStem","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium uliginosum","NewLeaves","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium uliginosum","NewStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium uliginosum","OldStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium uliginosum","Inflor","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium uliginosum","BelowStem","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Deciduous","NewLeaves","Deciduous","135",0.002,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Deciduous","NewStems","Deciduous","136",0.004,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Deciduous","OldStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Deciduous","Inflor","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Deciduous","BelowStem","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Ledum palustre","NewLeaves","Evergreen","118",1.005,NA
2024-07-25,"MAT06",1,"F5",3,400,"Ledum palustre","NewStems","Evergreen","115",0.546,NA
2024-07-25,"MAT06",1,"F5",3,400,"Ledum palustre","OldLeaves","Evergreen","92",1.277,NA
2024-07-25,"MAT06",1,"F5",3,400,"Ledum palustre","OldStems","Evergreen","95",10.745,NA
2024-07-25,"MAT06",1,"F5",3,400,"Ledum palustre","Inflor","Evergreen","98",0.372,NA
2024-07-25,"MAT06",1,"F5",3,400,"Ledum palustre","BelowStem","Evergreen","101",9.756,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium vitis-idaea","NewLeaves","Evergreen","104",0.009,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium vitis-idaea","NewStems","Evergreen","107",0.007,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium vitis-idaea","OldLeaves","Evergreen","110",0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium vitis-idaea","OldStems","Evergreen","113",0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium vitis-idaea","Inflor","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Vaccinium vitis-idaea","BelowStem","Evergreen","116",0.465,NA
2024-07-25,"MAT06",1,"F5",3,400,"Cassiope tetragona","NewStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Cassiope tetragona","OldStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Cassiope tetragona","Inflor","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Cassiope tetragona","BelowStem","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Evergreen","NewLeaves","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Evergreen","NewStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Evergreen","OldLeaves","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Evergreen","OldStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Evergreen","Inflor","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Evergreen","BelowStem","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Rubus chamaemorus","LeavesStems","Forb","109",1.736,NA
2024-07-25,"MAT06",1,"F5",3,400,"Rubus chamaemorus","InflorStalks","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Rubus chamaemorus","BelowStem","Forb","112",3.21,NA
2024-07-25,"MAT06",1,"F5",3,400,"Petasites frigidus","LeavesStems","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Petasites frigidus","InflorStalks","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Petasites frigidus","BelowStem","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Forb","LeavesStems","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Forb","InflorStalks","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Forb","BelowStem","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Sphagnum","Green","Moss",NA,0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Other Mosses","Green","Moss","102",1.33,NA
2024-07-25,"MAT06",1,"F5",3,400,"Mixed Lichen","Live","Lichen","339",1.063,NA
2024-07-25,"MAT06",1,"F5",3,400,"Litter","Wood","Litter","349",0,NA
2024-07-25,"MAT06",1,"F5",3,400,"Litter","Litter","Litter","99",0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","93",0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Eriophorum vaginatum","Rhizome","Graminoid",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Carex bigelowii","BladeSheathInflCulm","Graminoid","337",1.896,NA
2024-07-25,"MAT06",1,"F5",4,400,"Carex bigelowii","Rhizome","Graminoid","338",2.758,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Graminoid","BladeSheathInflCulm","Graminoid","119",2.237,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Graminoid","Rhizome","Graminoid","96",2.08,NA
2024-07-25,"MAT06",1,"F5",4,400,"Betula nana","NewLeaves","Deciduous","108",1.81,NA
2024-07-25,"MAT06",1,"F5",4,400,"Betula nana","NewStems","Deciduous","105",0.595,NA
2024-07-25,"MAT06",1,"F5",4,400,"Betula nana","OldStems","Deciduous","111",4.813,NA
2024-07-25,"MAT06",1,"F5",4,400,"Betula nana","Inflor","Deciduous","348",0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Betula nana","BelowStem","Deciduous","114",1.233,NA
2024-07-25,"MAT06",1,"F5",4,400,"Salix pulchra","NewLeaves","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Salix pulchra","NewStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Salix pulchra","OldStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Salix pulchra","Inflor","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Salix pulchra","BelowStem","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium uliginosum","NewLeaves","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium uliginosum","NewStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium uliginosum","OldStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium uliginosum","Inflor","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium uliginosum","BelowStem","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Deciduous","NewLeaves","Deciduous","135",0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Deciduous","NewStems","Deciduous","136",0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Deciduous","OldStems","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Deciduous","Inflor","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Deciduous","BelowStem","Deciduous",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Ledum palustre","NewLeaves","Evergreen","118",0.283,NA
2024-07-25,"MAT06",1,"F5",4,400,"Ledum palustre","NewStems","Evergreen","115",0.171,NA
2024-07-25,"MAT06",1,"F5",4,400,"Ledum palustre","OldLeaves","Evergreen","92",0.209,NA
2024-07-25,"MAT06",1,"F5",4,400,"Ledum palustre","OldStems","Evergreen","95",1.366,NA
2024-07-25,"MAT06",1,"F5",4,400,"Ledum palustre","Inflor","Evergreen","98",0.241,NA
2024-07-25,"MAT06",1,"F5",4,400,"Ledum palustre","BelowStem","Evergreen","101",0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium vitis-idaea","NewLeaves","Evergreen","104",0.014,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium vitis-idaea","NewStems","Evergreen","107",0.002,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium vitis-idaea","OldLeaves","Evergreen","110",0.146,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium vitis-idaea","OldStems","Evergreen","113",0.066,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium vitis-idaea","Inflor","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Vaccinium vitis-idaea","BelowStem","Evergreen","116",0.576,NA
2024-07-25,"MAT06",1,"F5",4,400,"Cassiope tetragona","NewStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Cassiope tetragona","OldStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Cassiope tetragona","Inflor","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Cassiope tetragona","BelowStem","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Evergreen","NewLeaves","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Evergreen","NewStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Evergreen","OldLeaves","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Evergreen","OldStems","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Evergreen","Inflor","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Evergreen","BelowStem","Evergreen",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Rubus chamaemorus","LeavesStems","Forb","109",1.474,NA
2024-07-25,"MAT06",1,"F5",4,400,"Rubus chamaemorus","InflorStalks","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Rubus chamaemorus","BelowStem","Forb","112",3.977,NA
2024-07-25,"MAT06",1,"F5",4,400,"Petasites frigidus","LeavesStems","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Petasites frigidus","InflorStalks","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Petasites frigidus","BelowStem","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Forb","LeavesStems","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Forb","InflorStalks","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Forb","BelowStem","Forb",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Sphagnum","Green","Moss",NA,0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Other Mosses","Green","Moss","102",2.993,NA
2024-07-25,"MAT06",1,"F5",4,400,"Mixed Lichen","Live","Lichen","339",0.667,NA
2024-07-25,"MAT06",1,"F5",4,400,"Litter","Wood","Litter","349",0,NA
2024-07-25,"MAT06",1,"F5",4,400,"Litter","Litter","Litter","99",0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","31",0.898,NA
2024-07-24,"MAT06",1,"F10",1,400,"Eriophorum vaginatum","Rhizome","Graminoid","45",1.049,NA
2024-07-24,"MAT06",1,"F10",1,400,"Carex bigelowii","BladeSheathInflCulm","Graminoid",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Carex bigelowii","Rhizome","Graminoid",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Graminoid","BladeSheathInflCulm","Graminoid","32",0.328,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Graminoid","Rhizome","Graminoid","46",0.474,NA
2024-07-24,"MAT06",1,"F10",1,400,"Betula nana","NewLeaves","Deciduous","33",4.083,NA
2024-07-24,"MAT06",1,"F10",1,400,"Betula nana","NewStems","Deciduous","34",2.013,NA
2024-07-24,"MAT06",1,"F10",1,400,"Betula nana","OldStems","Deciduous","35",6.404,NA
2024-07-24,"MAT06",1,"F10",1,400,"Betula nana","Inflor","Deciduous","9",0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Betula nana","BelowStem","Deciduous","36",1.997,NA
2024-07-24,"MAT06",1,"F10",1,400,"Salix pulchra","NewLeaves","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Salix pulchra","NewStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Salix pulchra","OldStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Salix pulchra","Inflor","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Salix pulchra","BelowStem","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium uliginosum","NewLeaves","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium uliginosum","NewStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium uliginosum","OldStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium uliginosum","Inflor","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium uliginosum","BelowStem","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Deciduous","NewLeaves","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Deciduous","NewStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Deciduous","OldStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Deciduous","Inflor","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Deciduous","BelowStem","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Ledum palustre","NewLeaves","Evergreen","37",0.047,NA
2024-07-24,"MAT06",1,"F10",1,400,"Ledum palustre","NewStems","Evergreen","38",0.01,NA
2024-07-24,"MAT06",1,"F10",1,400,"Ledum palustre","OldLeaves","Evergreen","160",0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Ledum palustre","OldStems","Evergreen","39",0.12,NA
2024-07-24,"MAT06",1,"F10",1,400,"Ledum palustre","Inflor","Evergreen","162",0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Ledum palustre","BelowStem","Evergreen","16",0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium vitis-idaea","NewLeaves","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium vitis-idaea","NewStems","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium vitis-idaea","OldLeaves","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium vitis-idaea","OldStems","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium vitis-idaea","Inflor","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Vaccinium vitis-idaea","BelowStem","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Cassiope tetragona","NewStems","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Cassiope tetragona","OldStems","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Cassiope tetragona","Inflor","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Cassiope tetragona","BelowStem","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Evergreen","NewLeaves","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Evergreen","NewStems","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Evergreen","OldLeaves","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Evergreen","OldStems","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Evergreen","Inflor","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Evergreen","BelowStem","Evergreen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Rubus chamaemorus","LeavesStems","Forb","40",1.47,NA
2024-07-24,"MAT06",1,"F10",1,400,"Rubus chamaemorus","InflorStalks","Forb","12",0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Rubus chamaemorus","BelowStem","Forb","41",2.627,NA
2024-07-24,"MAT06",1,"F10",1,400,"Petasites frigidus","LeavesStems","Forb",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Petasites frigidus","InflorStalks","Forb",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Petasites frigidus","BelowStem","Forb",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Forb","LeavesStems","Forb",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Forb","InflorStalks","Forb",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Forb","BelowStem","Forb",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Sphagnum","Green","Moss",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Other Mosses","Green","Moss",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Mixed Lichen","Live","Lichen",NA,0,NA
2024-07-24,"MAT06",1,"F10",1,400,"Litter","Wood","Litter","42",0.934,NA
2024-07-24,"MAT06",1,"F10",1,400,"Litter","Litter","Litter","43",2.538,NA
2024-07-24,"MAT06",1,"F10",2,400,"Eriophorum vaginatum","BladeSheathInflCulm","Graminoid","31",0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Eriophorum vaginatum","Rhizome","Graminoid","45",0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Carex bigelowii","BladeSheathInflCulm","Graminoid",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Carex bigelowii","Rhizome","Graminoid",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Other Graminoid","BladeSheathInflCulm","Graminoid","32",0.396,NA
2024-07-24,"MAT06",1,"F10",2,400,"Other Graminoid","Rhizome","Graminoid","46",0.86,NA
2024-07-24,"MAT06",1,"F10",2,400,"Betula nana","NewLeaves","Deciduous","33",5.744,NA
2024-07-24,"MAT06",1,"F10",2,400,"Betula nana","NewStems","Deciduous","34",1.064,NA
2024-07-24,"MAT06",1,"F10",2,400,"Betula nana","OldStems","Deciduous","35",26.616,NA
2024-07-24,"MAT06",1,"F10",2,400,"Betula nana","Inflor","Deciduous","9",0.719,NA
2024-07-24,"MAT06",1,"F10",2,400,"Betula nana","BelowStem","Deciduous","36",2.613,NA
2024-07-24,"MAT06",1,"F10",2,400,"Salix pulchra","NewLeaves","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Salix pulchra","NewStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Salix pulchra","OldStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Salix pulchra","Inflor","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Salix pulchra","BelowStem","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Vaccinium uliginosum","NewLeaves","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Vaccinium uliginosum","NewStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Vaccinium uliginosum","OldStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Vaccinium uliginosum","Inflor","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Vaccinium uliginosum","BelowStem","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Other Deciduous","NewLeaves","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Other Deciduous","NewStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Other Deciduous","OldStems","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Other Deciduous","Inflor","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Other Deciduous","BelowStem","Deciduous",NA,0,NA
2024-07-24,"MAT06",1,"F10",2,400,"Ledum palustre","NewLeaves","Evergreen","37",0.007,NA
2024-07-24,"MAT06",1,"F10",2,400,"Ledum palustre","NewStems","Evergreen","38",0.005,NA
