"Block","Treatment","Quad","Surface_area_cm2","Date_collected","Species","Tissue","Mass_g","Plot_tissue_ID","Growth_form","Notes"
1,"F2",4,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",0.404,"483","Graminoid",NA
1,"F2",4,400,2024-07-25,"OtherGraminoid","Rhizome",1.829,"484","Graminoid",NA
1,"F2",4,400,2024-07-25,"Betnan","NewLeaves",0.351,"89","Deciduous",NA
1,"F2",4,400,2024-07-25,"Betnan","NewStems",0.066,"69","Deciduous",NA
1,"F2",4,400,2024-07-25,"Betnan","OldStems",1.645,"72","Deciduous",NA
1,"F2",4,400,2024-07-25,"Betnan","Inflor",0,"75","Deciduous",NA
1,"F2",4,400,2024-07-25,"Betnan","BelowStem",4.057,"415","Deciduous",NA
1,"F2",4,400,2024-07-25,"Salpul","NewLeaves",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Salpul","NewStems",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Salpul","OldStems",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Salpul","BelowStem",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Vaculi","NewLeaves",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Vaculi","NewStems",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Vaculi","OldStems",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Vaculi","BelowStem",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"OtherDeciduous","NewLeaves",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"OtherDeciduous","NewStems",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"OtherDeciduous","OldStems",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"OtherDeciduous","BelowStem",0,NA,"Deciduous",NA
1,"F2",4,400,2024-07-25,"Ledpal","NewLeaves",3.891,"70","Evergreen",NA
1,"F2",4,400,2024-07-25,"Ledpal","NewStems",1.626,"73","Evergreen",NA
1,"F2",4,400,2024-07-25,"Ledpal","OldLeaves",1.553,"76","Evergreen",NA
1,"F2",4,400,2024-07-25,"Ledpal","OldStems",7.243,"79","Evergreen",NA
1,"F2",4,400,2024-07-25,"Ledpal","Inflor",0.328,"85","Evergreen",NA
1,"F2",4,400,2024-07-25,"Ledpal","BelowStem",16.681,"82","Evergreen",NA
1,"F2",4,400,2024-07-25,"Vacvit","NewLeaves",0.153,"78","Evergreen",NA
1,"F2",4,400,2024-07-25,"Vacvit","NewStems",0.025,"81","Evergreen",NA
1,"F2",4,400,2024-07-25,"Vacvit","OldLeaves",0.592,"84","Evergreen",NA
1,"F2",4,400,2024-07-25,"Vacvit","OldStems",0.232,"87","Evergreen",NA
1,"F2",4,400,2024-07-25,"Vacvit","Inflor",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"Vacvit","BelowStem",0.29,"495","Evergreen",NA
1,"F2",4,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"OtherEvergreen","NewLeaves",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"OtherEvergreen","NewStems",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"OtherEvergreen","OldLeaves",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"OtherEvergreen","OldStems",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"OtherEvergreen","Inflor",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"OtherEvergreen","BelowStem",0,NA,"Evergreen",NA
1,"F2",4,400,2024-07-25,"Rubcha","LeavesStems",0.011,"77","Forb",NA
1,"F2",4,400,2024-07-25,"Rubcha","InflorStalks",0,"80","Forb",NA
1,"F2",4,400,2024-07-25,"Rubcha","BelowStem",1.086,"83","Forb",NA
1,"F2",4,400,2024-07-25,"Petfri","LeavesStems",0,NA,"Forb",NA
1,"F2",4,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
1,"F2",4,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
1,"F2",4,400,2024-07-25,"OtherForb","LeavesStems",0,NA,"Forb",NA
1,"F2",4,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
1,"F2",4,400,2024-07-25,"OtherForb","BelowStem",0,NA,"Forb",NA
1,"F2",4,400,2024-07-25,"Sphagnum","Green",0,"74","Moss",NA
1,"F2",4,400,2024-07-25,"OtherMoss","Green",3.437,"498","Moss",NA
1,"F2",4,400,2024-07-25,"Lichen","Live",0.678,"71","Lichen",NA
1,"F2",4,400,2024-07-25,"Attached","Wood",0,NA,"Litter",NA
1,"F2",4,400,2024-07-25,"Attached","Litter",0,"90","Litter",NA
1,"F5",1,400,2024-07-25,"Erivag","BladeSheathInflCulm",0.542,"93","Graminoid",NA
1,"F5",1,400,2024-07-25,"Erivag","Rhizome",0,NA,"Graminoid",NA
1,"F5",1,400,2024-07-25,"Carbig","BladeSheathInflCulm",0,"337","Graminoid",NA
1,"F5",1,400,2024-07-25,"Carbig","Rhizome",0,"338","Graminoid",NA
1,"F5",1,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",NA,"119","Graminoid",NA
1,"F5",1,400,2024-07-25,"OtherGraminoid","Rhizome",0.799,"96","Graminoid",NA
1,"F5",1,400,2024-07-25,"Betnan","NewLeaves",0.444,"108","Deciduous",NA
1,"F5",1,400,2024-07-25,"Betnan","NewStems",0.077,"105","Deciduous",NA
1,"F5",1,400,2024-07-25,"Betnan","OldStems",1.657,"111","Deciduous",NA
1,"F5",1,400,2024-07-25,"Betnan","Inflor",0,"348","Deciduous",NA
1,"F5",1,400,2024-07-25,"Betnan","BelowStem",0.198,"114","Deciduous",NA
1,"F5",1,400,2024-07-25,"Salpul","NewLeaves",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Salpul","NewStems",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Salpul","OldStems",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Salpul","BelowStem",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Vaculi","NewLeaves",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Vaculi","NewStems",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Vaculi","OldStems",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Vaculi","BelowStem",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"OtherDeciduous","NewLeaves",0,"135","Deciduous",NA
1,"F5",1,400,2024-07-25,"OtherDeciduous","NewStems",0,"136","Deciduous",NA
1,"F5",1,400,2024-07-25,"OtherDeciduous","OldStems",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"OtherDeciduous","BelowStem",0,NA,"Deciduous",NA
1,"F5",1,400,2024-07-25,"Ledpal","NewLeaves",1.664,"118","Evergreen",NA
1,"F5",1,400,2024-07-25,"Ledpal","NewStems",0.61,"115","Evergreen",NA
1,"F5",1,400,2024-07-25,"Ledpal","OldLeaves",1.732,"92","Evergreen",NA
1,"F5",1,400,2024-07-25,"Ledpal","OldStems",11.926,"95","Evergreen",NA
1,"F5",1,400,2024-07-25,"Ledpal","Inflor",0.145,"98","Evergreen",NA
1,"F5",1,400,2024-07-25,"Ledpal","BelowStem",12.006,"101","Evergreen",NA
1,"F5",1,400,2024-07-25,"Vacvit","NewLeaves",0.115,"104","Evergreen",NA
1,"F5",1,400,2024-07-25,"Vacvit","NewStems",0.031,"107","Evergreen",NA
1,"F5",1,400,2024-07-25,"Vacvit","OldLeaves",0.207,"110","Evergreen",NA
1,"F5",1,400,2024-07-25,"Vacvit","OldStems",0.163,"113","Evergreen",NA
1,"F5",1,400,2024-07-25,"Vacvit","Inflor",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"Vacvit","BelowStem",0.16,"116","Evergreen",NA
1,"F5",1,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"OtherEvergreen","NewLeaves",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"OtherEvergreen","NewStems",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"OtherEvergreen","OldLeaves",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"OtherEvergreen","OldStems",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"OtherEvergreen","Inflor",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"OtherEvergreen","BelowStem",0,NA,"Evergreen",NA
1,"F5",1,400,2024-07-25,"Rubcha","LeavesStems",0.369,"109","Forb",NA
1,"F5",1,400,2024-07-25,"Rubcha","InflorStalks",0,NA,"Forb",NA
1,"F5",1,400,2024-07-25,"Rubcha","BelowStem",1.084,"112","Forb",NA
1,"F5",1,400,2024-07-25,"Petfri","LeavesStems",0,NA,"Forb",NA
1,"F5",1,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
1,"F5",1,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
1,"F5",1,400,2024-07-25,"OtherForb","LeavesStems",0,NA,"Forb",NA
1,"F5",1,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
1,"F5",1,400,2024-07-25,"OtherForb","BelowStem",0,NA,"Forb",NA
1,"F5",1,400,2024-07-25,"Sphagnum","Green",0,NA,"Moss",NA
1,"F5",1,400,2024-07-25,"OtherMoss","Green",0.243,"102","Moss",NA
1,"F5",1,400,2024-07-25,"Lichen","Live",0,"339","Lichen",NA
1,"F5",1,400,2024-07-25,"Attached","Wood",0,"349","Litter",NA
1,"F5",1,400,2024-07-25,"Attached","Litter",1.758,"99","Litter",NA
1,"F5",2,400,2024-07-25,"Erivag","BladeSheathInflCulm",0,"93","Graminoid",NA
1,"F5",2,400,2024-07-25,"Erivag","Rhizome",0,NA,"Graminoid",NA
1,"F5",2,400,2024-07-25,"Carbig","BladeSheathInflCulm",1.503,"337","Graminoid",NA
1,"F5",2,400,2024-07-25,"Carbig","Rhizome",0.408,"338","Graminoid",NA
1,"F5",2,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",0,"119","Graminoid",NA
1,"F5",2,400,2024-07-25,"OtherGraminoid","Rhizome",0,"96","Graminoid",NA
1,"F5",2,400,2024-07-25,"Betnan","NewLeaves",1.855,"108","Deciduous",NA
1,"F5",2,400,2024-07-25,"Betnan","NewStems",0.382,"105","Deciduous",NA
1,"F5",2,400,2024-07-25,"Betnan","OldStems",10.318,"111","Deciduous",NA
1,"F5",2,400,2024-07-25,"Betnan","Inflor",0.009,"348","Deciduous",NA
1,"F5",2,400,2024-07-25,"Betnan","BelowStem",47.042,"114","Deciduous",NA
1,"F5",2,400,2024-07-25,"Salpul","NewLeaves",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Salpul","NewStems",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Salpul","OldStems",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Salpul","BelowStem",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Vaculi","NewLeaves",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Vaculi","NewStems",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Vaculi","OldStems",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Vaculi","BelowStem",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"OtherDeciduous","NewLeaves",0,"135","Deciduous",NA
1,"F5",2,400,2024-07-25,"OtherDeciduous","NewStems",0,"136","Deciduous",NA
1,"F5",2,400,2024-07-25,"OtherDeciduous","OldStems",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"OtherDeciduous","BelowStem",0,NA,"Deciduous",NA
1,"F5",2,400,2024-07-25,"Ledpal","NewLeaves",1.765,"118","Evergreen",NA
1,"F5",2,400,2024-07-25,"Ledpal","NewStems",0.723,"115","Evergreen",NA
1,"F5",2,400,2024-07-25,"Ledpal","OldLeaves",0.864,"92","Evergreen",NA
1,"F5",2,400,2024-07-25,"Ledpal","OldStems",5.054,"95","Evergreen",NA
1,"F5",2,400,2024-07-25,"Ledpal","Inflor",0.181,"98","Evergreen",NA
1,"F5",2,400,2024-07-25,"Ledpal","BelowStem",13.61,"101","Evergreen",NA
1,"F5",2,400,2024-07-25,"Vacvit","NewLeaves",0.01,"104","Evergreen",NA
1,"F5",2,400,2024-07-25,"Vacvit","NewStems",0.0012,"107","Evergreen",NA
1,"F5",2,400,2024-07-25,"Vacvit","OldLeaves",0,"110","Evergreen",NA
1,"F5",2,400,2024-07-25,"Vacvit","OldStems",0.005,"113","Evergreen",NA
1,"F5",2,400,2024-07-25,"Vacvit","Inflor",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"Vacvit","BelowStem",0,"116","Evergreen",NA
1,"F5",2,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"OtherEvergreen","NewLeaves",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"OtherEvergreen","NewStems",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"OtherEvergreen","OldLeaves",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"OtherEvergreen","OldStems",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"OtherEvergreen","Inflor",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"OtherEvergreen","BelowStem",0,NA,"Evergreen",NA
1,"F5",2,400,2024-07-25,"Rubcha","LeavesStems",0.195,"109","Forb",NA
1,"F5",2,400,2024-07-25,"Rubcha","InflorStalks",0,NA,"Forb",NA
1,"F5",2,400,2024-07-25,"Rubcha","BelowStem",4.955,"112","Forb",NA
1,"F5",2,400,2024-07-25,"Petfri","LeavesStems",0,NA,"Forb",NA
1,"F5",2,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
1,"F5",2,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
1,"F5",2,400,2024-07-25,"OtherForb","LeavesStems",0,NA,"Forb",NA
1,"F5",2,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
1,"F5",2,400,2024-07-25,"OtherForb","BelowStem",0,NA,"Forb",NA
1,"F5",2,400,2024-07-25,"Sphagnum","Green",0,NA,"Moss",NA
1,"F5",2,400,2024-07-25,"OtherMoss","Green",0,"102","Moss",NA
1,"F5",2,400,2024-07-25,"Lichen","Live",0.167,"339","Lichen",NA
1,"F5",2,400,2024-07-25,"Attached","Wood",1.607,"349","Litter",NA
1,"F5",2,400,2024-07-25,"Attached","Litter",0,"99","Litter",NA
1,"F5",3,400,2024-07-25,"Erivag","BladeSheathInflCulm",0,"93","Graminoid",NA
1,"F5",3,400,2024-07-25,"Erivag","Rhizome",0,NA,"Graminoid",NA
1,"F5",3,400,2024-07-25,"Carbig","BladeSheathInflCulm",0.504,"337","Graminoid",NA
1,"F5",3,400,2024-07-25,"Carbig","Rhizome",0.89,"338","Graminoid",NA
1,"F5",3,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",0.903,"119","Graminoid",NA
1,"F5",3,400,2024-07-25,"OtherGraminoid","Rhizome",0.275,"96","Graminoid",NA
1,"F5",3,400,2024-07-25,"Betnan","NewLeaves",0,"108","Deciduous",NA
1,"F5",3,400,2024-07-25,"Betnan","NewStems",0,"105","Deciduous",NA
1,"F5",3,400,2024-07-25,"Betnan","OldStems",0,"111","Deciduous",NA
1,"F5",3,400,2024-07-25,"Betnan","Inflor",0,"348","Deciduous",NA
1,"F5",3,400,2024-07-25,"Betnan","BelowStem",1.439,"114","Deciduous",NA
1,"F5",3,400,2024-07-25,"Salpul","NewLeaves",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Salpul","NewStems",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Salpul","OldStems",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Salpul","BelowStem",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Vaculi","NewLeaves",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Vaculi","NewStems",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Vaculi","OldStems",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Vaculi","BelowStem",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"OtherDeciduous","NewLeaves",0.002,"135","Deciduous",NA
1,"F5",3,400,2024-07-25,"OtherDeciduous","NewStems",0.004,"136","Deciduous",NA
1,"F5",3,400,2024-07-25,"OtherDeciduous","OldStems",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"OtherDeciduous","BelowStem",0,NA,"Deciduous",NA
1,"F5",3,400,2024-07-25,"Ledpal","NewLeaves",1.005,"118","Evergreen",NA
1,"F5",3,400,2024-07-25,"Ledpal","NewStems",0.546,"115","Evergreen",NA
1,"F5",3,400,2024-07-25,"Ledpal","OldLeaves",1.277,"92","Evergreen",NA
1,"F5",3,400,2024-07-25,"Ledpal","OldStems",10.745,"95","Evergreen",NA
1,"F5",3,400,2024-07-25,"Ledpal","Inflor",0.372,"98","Evergreen",NA
1,"F5",3,400,2024-07-25,"Ledpal","BelowStem",9.756,"101","Evergreen",NA
1,"F5",3,400,2024-07-25,"Vacvit","NewLeaves",0.009,"104","Evergreen",NA
1,"F5",3,400,2024-07-25,"Vacvit","NewStems",0.007,"107","Evergreen",NA
1,"F5",3,400,2024-07-25,"Vacvit","OldLeaves",0,"110","Evergreen",NA
1,"F5",3,400,2024-07-25,"Vacvit","OldStems",0,"113","Evergreen",NA
1,"F5",3,400,2024-07-25,"Vacvit","Inflor",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"Vacvit","BelowStem",0.465,"116","Evergreen",NA
1,"F5",3,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"OtherEvergreen","NewLeaves",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"OtherEvergreen","NewStems",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"OtherEvergreen","OldLeaves",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"OtherEvergreen","OldStems",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"OtherEvergreen","Inflor",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"OtherEvergreen","BelowStem",0,NA,"Evergreen",NA
1,"F5",3,400,2024-07-25,"Rubcha","LeavesStems",1.736,"109","Forb",NA
1,"F5",3,400,2024-07-25,"Rubcha","InflorStalks",0,NA,"Forb",NA
1,"F5",3,400,2024-07-25,"Rubcha","BelowStem",3.21,"112","Forb",NA
1,"F5",3,400,2024-07-25,"Petfri","LeavesStems",0,NA,"Forb",NA
1,"F5",3,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
1,"F5",3,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
1,"F5",3,400,2024-07-25,"OtherForb","LeavesStems",0,NA,"Forb",NA
1,"F5",3,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
1,"F5",3,400,2024-07-25,"OtherForb","BelowStem",0,NA,"Forb",NA
1,"F5",3,400,2024-07-25,"Sphagnum","Green",0,NA,"Moss",NA
1,"F5",3,400,2024-07-25,"OtherMoss","Green",1.33,"102","Moss",NA
1,"F5",3,400,2024-07-25,"Lichen","Live",1.063,"339","Lichen",NA
1,"F5",3,400,2024-07-25,"Attached","Wood",0,"349","Litter",NA
1,"F5",3,400,2024-07-25,"Attached","Litter",0,"99","Litter",NA
1,"F5",4,400,2024-07-25,"Erivag","BladeSheathInflCulm",0,"93","Graminoid",NA
1,"F5",4,400,2024-07-25,"Erivag","Rhizome",0,NA,"Graminoid",NA
1,"F5",4,400,2024-07-25,"Carbig","BladeSheathInflCulm",1.896,"337","Graminoid",NA
1,"F5",4,400,2024-07-25,"Carbig","Rhizome",2.758,"338","Graminoid",NA
1,"F5",4,400,2024-07-25,"OtherGraminoid","BladeSheathInflCulm",2.237,"119","Graminoid",NA
1,"F5",4,400,2024-07-25,"OtherGraminoid","Rhizome",2.08,"96","Graminoid",NA
1,"F5",4,400,2024-07-25,"Betnan","NewLeaves",1.81,"108","Deciduous",NA
1,"F5",4,400,2024-07-25,"Betnan","NewStems",0.595,"105","Deciduous",NA
1,"F5",4,400,2024-07-25,"Betnan","OldStems",4.813,"111","Deciduous",NA
1,"F5",4,400,2024-07-25,"Betnan","Inflor",0,"348","Deciduous",NA
1,"F5",4,400,2024-07-25,"Betnan","BelowStem",1.233,"114","Deciduous",NA
1,"F5",4,400,2024-07-25,"Salpul","NewLeaves",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Salpul","NewStems",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Salpul","OldStems",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Salpul","Inflor",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Salpul","BelowStem",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Vaculi","NewLeaves",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Vaculi","NewStems",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Vaculi","OldStems",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Vaculi","Inflor",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Vaculi","BelowStem",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"OtherDeciduous","NewLeaves",0,"135","Deciduous",NA
1,"F5",4,400,2024-07-25,"OtherDeciduous","NewStems",0,"136","Deciduous",NA
1,"F5",4,400,2024-07-25,"OtherDeciduous","OldStems",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"OtherDeciduous","Inflor",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"OtherDeciduous","BelowStem",0,NA,"Deciduous",NA
1,"F5",4,400,2024-07-25,"Ledpal","NewLeaves",0.283,"118","Evergreen",NA
1,"F5",4,400,2024-07-25,"Ledpal","NewStems",0.171,"115","Evergreen",NA
1,"F5",4,400,2024-07-25,"Ledpal","OldLeaves",0.209,"92","Evergreen",NA
1,"F5",4,400,2024-07-25,"Ledpal","OldStems",1.366,"95","Evergreen",NA
1,"F5",4,400,2024-07-25,"Ledpal","Inflor",0.241,"98","Evergreen",NA
1,"F5",4,400,2024-07-25,"Ledpal","BelowStem",0,"101","Evergreen",NA
1,"F5",4,400,2024-07-25,"Vacvit","NewLeaves",0.014,"104","Evergreen",NA
1,"F5",4,400,2024-07-25,"Vacvit","NewStems",0.002,"107","Evergreen",NA
1,"F5",4,400,2024-07-25,"Vacvit","OldLeaves",0.146,"110","Evergreen",NA
1,"F5",4,400,2024-07-25,"Vacvit","OldStems",0.066,"113","Evergreen",NA
1,"F5",4,400,2024-07-25,"Vacvit","Inflor",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"Vacvit","BelowStem",0.576,"116","Evergreen",NA
1,"F5",4,400,2024-07-25,"Castet","NewStems",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"Castet","OldStems",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"Castet","Inflor",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"Castet","BelowStem",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"OtherEvergreen","NewLeaves",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"OtherEvergreen","NewStems",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"OtherEvergreen","OldLeaves",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"OtherEvergreen","OldStems",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"OtherEvergreen","Inflor",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"OtherEvergreen","BelowStem",0,NA,"Evergreen",NA
1,"F5",4,400,2024-07-25,"Rubcha","LeavesStems",1.474,"109","Forb",NA
1,"F5",4,400,2024-07-25,"Rubcha","InflorStalks",0,NA,"Forb",NA
1,"F5",4,400,2024-07-25,"Rubcha","BelowStem",3.977,"112","Forb",NA
1,"F5",4,400,2024-07-25,"Petfri","LeavesStems",0,NA,"Forb",NA
1,"F5",4,400,2024-07-25,"Petfri","InflorStalks",0,NA,"Forb",NA
1,"F5",4,400,2024-07-25,"Petfri","BelowStem",0,NA,"Forb",NA
1,"F5",4,400,2024-07-25,"OtherForb","LeavesStems",0,NA,"Forb",NA
1,"F5",4,400,2024-07-25,"OtherForb","InflorStalks",0,NA,"Forb",NA
1,"F5",4,400,2024-07-25,"OtherForb","BelowStem",0,NA,"Forb",NA
1,"F5",4,400,2024-07-25,"Sphagnum","Green",0,NA,"Moss",NA
1,"F5",4,400,2024-07-25,"OtherMoss","Green",2.993,"102","Moss",NA
1,"F5",4,400,2024-07-25,"Lichen","Live",0.667,"339","Lichen",NA
1,"F5",4,400,2024-07-25,"Attached","Wood",0,"349","Litter",NA
1,"F5",4,400,2024-07-25,"Attached","Litter",0,"99","Litter",NA
1,"F10",1,400,2024-07-24,"Erivag","BladeSheathInflCulm",0.898,"31","Graminoid",NA
1,"F10",1,400,2024-07-24,"Erivag","Rhizome",1.049,"45","Graminoid",NA
1,"F10",1,400,2024-07-24,"Carbig","BladeSheathInflCulm",0,NA,"Graminoid",NA
1,"F10",1,400,2024-07-24,"Carbig","Rhizome",0,NA,"Graminoid",NA
